Name,Source ID,Uses,Status,Reason,Brief family,Saved brief,Component briefs,Progression URL,Reference URL
Happy Smiling Face,5ee1d8ff-a85e-4f98-8d10-414df21c0f8a,12,todo,,solo,"# Happy Smiling Face

Source UUID: 5ee1d8ff-a85e-4f98-8d10-414df21c0f8a
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/smiley face_5ee1d8ff-a85e-4f98-8d10-414df21c0f8a.svg
Catalog path: other/smiley face_5ee1d8ff-a85e-4f98-8d10-414df21c0f8a.svg

# Smiling Face

- concept: Smiling Face
- icon_id: smiling-face-solo
- family: solo
- description: Two upward-curving closed-eye arches sit above a broad U-shaped smile. The detached facial marks form a happy expression without an outer head contour.
- tags: smile, happy, face, expression, eyes, cheerful, emoji, joy

Source UUID: 5ee1d8ff-a85e-4f98-8d10-414df21c0f8a
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/smiley face_5ee1d8ff-a85e-4f98-8d10-414df21c0f8a.svg
Preview: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-04/png/05@320.png
Native preview (source, 48px): /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-04/png/05@48.png

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family’s design rules and preserve the named subject’s identity.

Future authoring handoff: $icon-solo smiling-face-solo. No generation or queueing is authorized by this review.",,http://localhost:8000/gallery/primitives.html?status=all&q=5ee1d8ff-a85e-4f98-8d10-414df21c0f8a,http://localhost:8000/gallery/combination-originals/5ee1d8ff-a85e-4f98-8d10-414df21c0f8a.svg
Heart With Pulse Beat,a9dc34df-bbc3-4ab4-a859-ebdb7d92a804,3,todo,,,,,http://localhost:8000/gallery/primitives.html?status=all&q=a9dc34df-bbc3-4ab4-a859-ebdb7d92a804,http://localhost:8000/gallery/combination-originals/a9dc34df-bbc3-4ab4-a859-ebdb7d92a804.svg
Heart with Pulse Wave,a954f676-1cce-4e19-81eb-ec067ec52edc,3,skip,container,container,"# Component Briefs — Heart with Pulse Wave

- source_uuid: a954f676-1cce-4e19-81eb-ec067ec52edc
- reference_path: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/health/heart rate_a954f676-1cce-4e19-81eb-ec067ec52edc.svg
- source: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/page-1/20260917-snapshot-08/sources/heart rate_a954f676-1cce-4e19-81eb-ec067ec52edc-f40b47d0f294/heart rate_a954f676-1cce-4e19-81eb-ec067ec52edc.svg
- render: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/page-1/20260917-snapshot-08/17@320.png
- native48: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/page-1/20260917-snapshot-08/17@48.png

Generate each component separately. Do not remake or recompose the combined source. Brief preparation only; no generation or queue authorization.

Visual classification: A heart-shaped outline encloses a distinct angular pulse trace.

## 1. Heart Frame
- family: container
- description: A broad heart enclosure has two rounded upper lobes and straight lower sides meeting at a centered point. Generate the empty heart alone; exclude the pulse trace.

## 2. Pulse Trace
- family: sub
- description: A horizontal pulse trace rises to a sharp peak, falls to a deep narrow trough and returns to a short horizontal baseline. Generate only the pulse glyph; exclude the heart outline.

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family's design rules and preserve the named subject's identity.
The choice applies only to the named component; exclude other components and keep the original unchanged.","[{""role"": ""main_brief"", ""description"": ""A broad heart enclosure has two rounded upper lobes and straight lower sides meeting at a centered point. Generate the empty heart alone; exclude the pulse trace."", ""family"": ""container"", ""name"": ""Heart Frame""}, {""role"": ""sub_brief"", ""description"": ""A horizontal pulse trace rises to a sharp peak, falls to a deep narrow trough and returns to a short horizontal baseline. Generate only the pulse glyph; exclude the heart outline."", ""family"": ""sub"", ""name"": ""Pulse Trace""}]",http://localhost:8000/gallery/primitives.html?status=all&q=a954f676-1cce-4e19-81eb-ec067ec52edc,http://localhost:8000/gallery/combination-originals/a954f676-1cce-4e19-81eb-ec067ec52edc.svg
Heartbeat Pulse Activity Circle,e2fc54fd-f508-44e9-8bfb-11dee5fb3a31,1,skip,container,,,"[{""role"": ""main_brief"", ""description"": ""A complete empty circular enclosure."", ""family"": ""container"", ""name"": ""Empty Circle""}, {""role"": ""sub_brief"", ""description"": ""A horizontal heartbeat line with a tall upward spike, downward spike and smaller upward spike."", ""family"": ""sub"", ""name"": ""Pulse Wave""}]",http://localhost:8000/gallery/primitives.html?status=all&q=e2fc54fd-f508-44e9-8bfb-11dee5fb3a31,http://localhost:8000/gallery/combination-originals/e2fc54fd-f508-44e9-8bfb-11dee5fb3a31.svg
Heartbeat Pulse Signal Symbol,468beab8-6edf-4e7f-9ee2-0f23f5c3b360,3,todo,,,,,http://localhost:8000/gallery/primitives.html?status=all&q=468beab8-6edf-4e7f-9ee2-0f23f5c3b360,http://localhost:8000/gallery/combination-originals/468beab8-6edf-4e7f-9ee2-0f23f5c3b360.svg
Hidden Visibility Eye Symbol,90c55c1b-6141-40f9-8dfb-e0b9bed3cb5e,1,skip,combination,solo,"# Hidden Visibility Eye Symbol

Source UUID: 90c55c1b-6141-40f9-8dfb-e0b9bed3cb5e
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/eye slash_90c55c1b-6141-40f9-8dfb-e0b9bed3cb5e.svg
Catalog path: other/eye slash_90c55c1b-6141-40f9-8dfb-e0b9bed3cb5e.svg

Generate each component separately. Do not remake this combined or excluded source as one standalone icon.

# Eye

- concept: Eye
- icon_id: eye-solo
- family: solo
- description: An almond-shaped eye outline has pointed ends and broad upper and lower curves. Generate the eye alone as shown without inventing a pupil; exclude the slash.

Source UUID: 90c55c1b-6141-40f9-8dfb-e0b9bed3cb5e
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/eye slash_90c55c1b-6141-40f9-8dfb-e0b9bed3cb5e.svg
Preview: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-04/png/14@320.png
Native preview (source, 48px): /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-04/png/14@48.png

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family’s design rules and preserve the named subject’s identity.

This handoff applies only to the named component. Generate each component separately; do not remake the combined source. Keep the full original unchanged.

Future authoring handoff: $icon-solo eye-solo. No generation or queueing is authorized by this review.

# Visibility-Off Slash

- concept: Visibility-Off Slash
- icon_id: visibility-off-slash
- family: sub
- description: A single long diagonal stroke rises from lower-left to upper-right. Generate it alone; exclude the eye.

Source UUID: 90c55c1b-6141-40f9-8dfb-e0b9bed3cb5e
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/eye slash_90c55c1b-6141-40f9-8dfb-e0b9bed3cb5e.svg
Preview: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-04/png/14@320.png
Native preview (source, 48px): /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-04/png/14@48.png

Sub icon position relative to main: center. Placement is evidence, not a recomposition instruction.

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family’s design rules and preserve the named subject’s identity.

This handoff applies only to the named component. Generate each component separately; do not remake the combined source. Keep the full original unchanged.

Future authoring handoff: $icon-sub visibility-off-slash. No generation or queueing is authorized by this review.","[{""role"": ""main_brief"", ""description"": ""An almond-shaped eye outline has pointed ends and broad upper and lower curves. Generate the eye alone as shown without inventing a pupil; exclude the slash."", ""family"": ""solo"", ""name"": ""Eye""}, {""role"": ""sub_brief"", ""description"": ""A single long diagonal stroke rises from lower-left to upper-right. Generate it alone; exclude the eye."", ""family"": ""sub"", ""name"": ""Visibility-Off Slash""}]",http://localhost:8000/gallery/primitives.html?status=all&q=90c55c1b-6141-40f9-8dfb-e0b9bed3cb5e,http://localhost:8000/gallery/combination-originals/90c55c1b-6141-40f9-8dfb-e0b9bed3cb5e.svg
High Volume Speaker,9908ced6-c069-485f-a3f0-c6840a25f58e,1,todo,,solo,"# High Volume Speaker

Source UUID: 9908ced6-c069-485f-a3f0-c6840a25f58e
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/volume high_9908ced6-c069-485f-a3f0-c6840a25f58e.svg
Catalog path: other/volume high_9908ced6-c069-485f-a3f0-c6840a25f58e.svg

# Speaker with Sound Waves

- concept: Speaker with Sound Waves
- icon_id: speaker-with-sound-waves
- family: solo
- description: A speaker has a small rounded rear body that flares into a wide triangular mouth at the right. Two separated curved sound-wave arcs extend outward from the mouth, with the outer arc taller.
- tags: speaker, sound, volume, audio, loud, waves, music, output

Source UUID: 9908ced6-c069-485f-a3f0-c6840a25f58e
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/volume high_9908ced6-c069-485f-a3f0-c6840a25f58e.svg
Preview: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-04/png/16@320.png
Native preview (source, 48px): /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-04/png/16@48.png

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family’s design rules and preserve the named subject’s identity.

Future authoring handoff: $icon-solo speaker-with-sound-waves. No generation or queueing is authorized by this review.",,http://localhost:8000/gallery/primitives.html?status=all&q=9908ced6-c069-485f-a3f0-c6840a25f58e,http://localhost:8000/gallery/combination-originals/9908ced6-c069-485f-a3f0-c6840a25f58e.svg
Hindu Om Symbol,4fbbd7ce-d884-4bf7-bd73-518bcdb43d35,1,skip,text_number,sub,"# Reference brief: hindu_4fbbd7ce-d884-4bf7-bd73-518bcdb43d35.svg

Source: pictographic-primitives/state/hindu_4fbbd7ce-d884-4bf7-bd73-518bcdb43d35.svg
Source ID: 4fbbd7ce-d884-4bf7-bd73-518bcdb43d35
Requested standalone family: sub
Classification: standalone

A coherent standalone subject with no independently applied enclosure or modifier.

# Om Symbol

- icon_id: om-symbol
- family: sub
- tags: om, symbol, glyph, combines, large, double, curved, left
- Source: pictographic-primitives/state/hindu_4fbbd7ce-d884-4bf7-bd73-518bcdb43d35.svg
- Source ID: 4fbbd7ce-d884-4bf7-bd73-518bcdb43d35

An Om glyph combines a large double-curved left body with a sweeping right-hand loop. A smaller upper curve and a detached dot sit above the right side.

$icon-sub om-symbol

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family's design rules and preserve the named subject's identity.",,http://localhost:8000/gallery/primitives.html?status=all&q=4fbbd7ce-d884-4bf7-bd73-518bcdb43d35,http://localhost:8000/gallery/combination-originals/4fbbd7ce-d884-4bf7-bd73-518bcdb43d35.svg
Home Property Information,033bb549-c6d5-42c3-9f67-16786b6cf70e,1,skip,combination,container,"# Home Property Information

Source UUID: 033bb549-c6d5-42c3-9f67-16786b6cf70e
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/document house_033bb549-c6d5-42c3-9f67-16786b6cf70e.svg
Catalog path: other/document house_033bb549-c6d5-42c3-9f67-16786b6cf70e.svg

Generate each component separately. Do not remake this combined or excluded source as one standalone icon.

# House Frame

- concept: House Frame
- icon_id: house-frame
- family: container
- description: A house-shaped outline has a central roof peak, sloping roof sides, straight walls and rounded lower corners. Generate the empty enclosure alone; exclude all interior glyphs.

Source UUID: 033bb549-c6d5-42c3-9f67-16786b6cf70e
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/document house_033bb549-c6d5-42c3-9f67-16786b6cf70e.svg
Preview: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-04/png/18@320.png
Native preview (source, 48px): /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-04/png/18@48.png

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family’s design rules and preserve the named subject’s identity.

This handoff applies only to the named component. Generate each component separately; do not remake the combined source. Keep the full original unchanged.

Future authoring handoff: $icon-container house-frame. No generation or queueing is authorized by this review.

# Property Note Lines

- concept: Property Note Lines
- icon_id: property-note-lines
- family: sub
- description: Two left-aligned horizontal strokes sit one above the other, the lower stroke longer than the upper. Generate these abstract note marks separately; exclude the house.

Source UUID: 033bb549-c6d5-42c3-9f67-16786b6cf70e
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/document house_033bb549-c6d5-42c3-9f67-16786b6cf70e.svg
Preview: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-04/png/18@320.png
Native preview (source, 48px): /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-04/png/18@48.png

Sub icon position relative to main: bottom. Placement is evidence, not a recomposition instruction.

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family’s design rules and preserve the named subject’s identity.

This handoff applies only to the named component. Generate each component separately; do not remake the combined source. Keep the full original unchanged.

Future authoring handoff: $icon-sub property-note-lines. No generation or queueing is authorized by this review.","[{""role"": ""main_brief"", ""description"": ""A house-shaped outline has a central roof peak, sloping roof sides, straight walls and rounded lower corners. Generate the empty enclosure alone; exclude all interior glyphs."", ""family"": ""container"", ""name"": ""House Frame""}, {""role"": ""sub_brief"", ""description"": ""Two left-aligned horizontal strokes sit one above the other, the lower stroke longer than the upper. Generate these abstract note marks separately; exclude the house."", ""family"": ""sub"", ""name"": ""Property Note Lines""}]",http://localhost:8000/gallery/primitives.html?status=all&q=033bb549-c6d5-42c3-9f67-16786b6cf70e,http://localhost:8000/gallery/combination-originals/033bb549-c6d5-42c3-9f67-16786b6cf70e.svg
Horizontal Three Dots More Options,51708702-7e6d-4c86-a7b2-875a6bd53a13,3,todo,,solo,"# Horizontal Three Dots More Options

Source UUID: 51708702-7e6d-4c86-a7b2-875a6bd53a13
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/three dots horizontal_51708702-7e6d-4c86-a7b2-875a6bd53a13.svg
Catalog path: other/three dots horizontal_51708702-7e6d-4c86-a7b2-875a6bd53a13.svg

# Three Horizontal Dots

- concept: Three Horizontal Dots
- icon_id: three-horizontal-dots
- family: solo
- description: Three tiny dots are evenly spaced across a horizontal line. The dots share a common center height and have no surrounding frame or connecting strokes.
- tags: dots, more, ellipsis, options, horizontal, menu, overflow, interface

Source UUID: 51708702-7e6d-4c86-a7b2-875a6bd53a13
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/three dots horizontal_51708702-7e6d-4c86-a7b2-875a6bd53a13.svg
Preview: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-04/png/28@320.png
Native preview (source, 48px): /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-04/png/28@48.png

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family’s design rules and preserve the named subject’s identity.

Future authoring handoff: $icon-solo three-horizontal-dots. No generation or queueing is authorized by this review.",,http://localhost:8000/gallery/primitives.html?status=all&q=51708702-7e6d-4c86-a7b2-875a6bd53a13,http://localhost:8000/gallery/combination-originals/51708702-7e6d-4c86-a7b2-875a6bd53a13.svg
Horned Bull Head Symbol,749c49e8-3491-46dc-9c16-62b4f5a5ab0c,1,todo,,solo,"# Horned Bull Head Symbol

Source UUID: 749c49e8-3491-46dc-9c16-62b4f5a5ab0c
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/goat head_749c49e8-3491-46dc-9c16-62b4f5a5ab0c.svg
Catalog path: other/goat head_749c49e8-3491-46dc-9c16-62b4f5a5ab0c.svg

# Horned Animal Head

- concept: Horned Animal Head
- icon_id: horned-animal-head
- family: solo
- description: A front-facing animal head has a broad rounded forehead and a narrowing rounded muzzle. Two long horns rise from the sides, curve outward, then extend upward beyond the head.
- tags: animal, head, horns, bull, goat, cattle, face, livestock

Source UUID: 749c49e8-3491-46dc-9c16-62b4f5a5ab0c
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/goat head_749c49e8-3491-46dc-9c16-62b4f5a5ab0c.svg
Preview: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-04/png/29@320.png
Native preview (source, 48px): /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-04/png/29@48.png

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family’s design rules and preserve the named subject’s identity.

Future authoring handoff: $icon-solo horned-animal-head. No generation or queueing is authorized by this review.


Open questions / generation holds:
- The image lacks ears and facial details that would distinguish a bull from a goat, and title and filename disagree. Preserve the horned head and confirm the species before authoring.",,http://localhost:8000/gallery/primitives.html?status=all&q=749c49e8-3491-46dc-9c16-62b4f5a5ab0c,http://localhost:8000/gallery/combination-originals/749c49e8-3491-46dc-9c16-62b4f5a5ab0c.svg
Human Head with Medical Plus Sign,348cbff9-1f65-4ac0-894f-5968b56f3054,1,skip,combination,,,"[{""role"": ""main_brief"", ""description"": ""A right-facing human head profile with forehead, nose, chin and neck. Leave the head blank."", ""family"": ""solo"", ""name"": ""Head Profile""}, {""role"": ""sub_brief"", ""description"": ""A single equal-armed plus sign."", ""family"": ""sub"", ""name"": ""Plus Sign""}]",http://localhost:8000/gallery/primitives.html?status=all&q=348cbff9-1f65-4ac0-894f-5968b56f3054,http://localhost:8000/gallery/combination-originals/348cbff9-1f65-4ac0-894f-5968b56f3054.svg
Human User Profile Avatar,2234e12a-05f0-48de-ba27-d943238ccfaa,26,todo,,solo,"# Human User Profile Avatar

Source UUID: 2234e12a-05f0-48de-ba27-d943238ccfaa
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/person_2234e12a-05f0-48de-ba27-d943238ccfaa.svg
Catalog path: other/person_2234e12a-05f0-48de-ba27-d943238ccfaa.svg

# User Bust

- concept: User Bust
- icon_id: user-bust-solo
- family: solo
- description: A circular head sits above a broad open shoulder arch. The detached head and shoulders are centered vertically, with no facial features or clothing marks.
- tags: user, person, bust, avatar, head, shoulders, profile, human

Source UUID: 2234e12a-05f0-48de-ba27-d943238ccfaa
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/person_2234e12a-05f0-48de-ba27-d943238ccfaa.svg
Preview: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-04/png/47@320.png
Native preview (source, 48px): /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-04/png/47@48.png

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family’s design rules and preserve the named subject’s identity.

Future authoring handoff: $icon-solo user-bust-solo. No generation or queueing is authorized by this review.",,http://localhost:8000/gallery/primitives.html?status=all&q=2234e12a-05f0-48de-ba27-d943238ccfaa,http://localhost:8000/gallery/combination-originals/2234e12a-05f0-48de-ba27-d943238ccfaa.svg
Industrial Factory Building,2530cf14-a84f-4082-8504-b4d2f35fe972,2,todo,,solo,"# Industrial Factory Building

Source UUID: 2530cf14-a84f-4082-8504-b4d2f35fe972
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/factory_2530cf14-a84f-4082-8504-b4d2f35fe972.svg
Catalog path: other/factory_2530cf14-a84f-4082-8504-b4d2f35fe972.svg

# Industrial Factory

- concept: Industrial Factory
- icon_id: industrial-factory
- family: solo
- description: A factory facade has a broad rectangular lower building, a central pitched roof section and two tall tapering chimneys at the sides. The chimneys rise symmetrically above the otherwise empty facade.
- tags: factory, industrial, building, chimney, production, plant, warehouse, industry

Source UUID: 2530cf14-a84f-4082-8504-b4d2f35fe972
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/factory_2530cf14-a84f-4082-8504-b4d2f35fe972.svg
Preview: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-04/png/50@320.png
Native preview (source, 48px): /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-04/png/50@48.png

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family’s design rules and preserve the named subject’s identity.

Future authoring handoff: $icon-solo industrial-factory. No generation or queueing is authorized by this review.",,http://localhost:8000/gallery/primitives.html?status=all&q=2530cf14-a84f-4082-8504-b4d2f35fe972,http://localhost:8000/gallery/combination-originals/2530cf14-a84f-4082-8504-b4d2f35fe972.svg
Internal Server Error Alert,9c6caa89-6c69-4c63-aded-c90fc8dd3814,1,skip,text_number,,,,http://localhost:8000/gallery/primitives.html?status=all&q=9c6caa89-6c69-4c63-aded-c90fc8dd3814,http://localhost:8000/gallery/combination-originals/9c6caa89-6c69-4c63-aded-c90fc8dd3814.svg
Japanese Yen Currency Symbol,4a06d69f-2edd-4b80-be80-a8b144c9e4ee,2,skip,text_number,sub,"# Japanese Yen Currency Symbol

Source UUID: 4a06d69f-2edd-4b80-be80-a8b144c9e4ee
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/currency yen_4a06d69f-2edd-4b80-be80-a8b144c9e4ee.svg
Catalog path: other/currency yen_4a06d69f-2edd-4b80-be80-a8b144c9e4ee.svg

Generate each component separately. Do not remake this combined or excluded source as one standalone icon.

# Yen Character

- concept: Yen Character
- icon_id: yen-character
- family: sub
- description: Typeface reuse/layout for exact content “¥”: an upright Y-like form has one horizontal crossbar and a long descending stem. Exclude the surrounding object and other symbols. Reuse existing glyph paths; do not generate replacement character primitives. Required glyphs are absent from the current typeface library: ¥. Hold this component until the glyph choice is resolved.

Source UUID: 4a06d69f-2edd-4b80-be80-a8b144c9e4ee
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/currency yen_4a06d69f-2edd-4b80-be80-a8b144c9e4ee.svg
Preview: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-05/png/08@320.png
Native preview (source, 48px): /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-05/png/08@48.png

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family’s design rules and preserve the named subject’s identity.

This handoff applies only to the named component. Generate each component separately; do not remake the combined source. Keep the full original unchanged.

Future authoring handoff: $icon-sub yen-character. No generation or queueing is authorized by this review.
Typeface reuse overrides drawing new character geometry.


Open questions / generation holds:
- The source has one crossbar and the typeface library has no preferred ¥ glyph. Confirm the intended yen variant and approved glyph.",,http://localhost:8000/gallery/primitives.html?status=all&q=4a06d69f-2edd-4b80-be80-a8b144c9e4ee,http://localhost:8000/gallery/combination-originals/4a06d69f-2edd-4b80-be80-a8b144c9e4ee.svg
Judicial Gavel and Sounding Block,805768eb-55e3-41e1-8507-9f99d21c0f9a,1,todo,,solo,"# Judicial Gavel and Sounding Block

Source UUID: 805768eb-55e3-41e1-8507-9f99d21c0f9a
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/judge_805768eb-55e3-41e1-8507-9f99d21c0f9a.svg
Catalog path: other/judge_805768eb-55e3-41e1-8507-9f99d21c0f9a.svg

# Gavel and Sounding Block

- concept: Gavel and Sounding Block
- icon_id: gavel-and-sounding-block
- family: solo
- description: A judge’s gavel slopes from an elevated rectangular head at upper-left into a long handle pointing lower-right. A low sounding block sits beneath it on the left, forming one recognizable tool-and-base scene.
- tags: gavel, judge, court, sounding-block, law, hammer, justice, tool

Source UUID: 805768eb-55e3-41e1-8507-9f99d21c0f9a
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/judge_805768eb-55e3-41e1-8507-9f99d21c0f9a.svg
Preview: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-05/png/10@320.png
Native preview (source, 48px): /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-05/png/10@48.png

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family’s design rules and preserve the named subject’s identity.

Future authoring handoff: $icon-solo gavel-and-sounding-block. No generation or queueing is authorized by this review.",,http://localhost:8000/gallery/primitives.html?status=all&q=805768eb-55e3-41e1-8507-9f99d21c0f9a,http://localhost:8000/gallery/combination-originals/805768eb-55e3-41e1-8507-9f99d21c0f9a.svg
Keyboard Backspace Key Symbol,f52af45c-34ba-4c0c-a151-62677a3ff4ab,1,skip,container,container,"# Keyboard Backspace Key Symbol

Source UUID: f52af45c-34ba-4c0c-a151-62677a3ff4ab
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/tab xmark_f52af45c-34ba-4c0c-a151-62677a3ff4ab.svg
Catalog path: other/tab xmark_f52af45c-34ba-4c0c-a151-62677a3ff4ab.svg

Generate each component separately. Do not remake this combined or excluded source as one standalone icon.

# Backspace Key Frame

- concept: Backspace Key Frame
- icon_id: backspace-key-frame
- family: container
- description: A horizontal key outline has a pointed left end and a rectangular right portion. Generate the empty keycap alone; exclude the central X.

Source UUID: f52af45c-34ba-4c0c-a151-62677a3ff4ab
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/tab xmark_f52af45c-34ba-4c0c-a151-62677a3ff4ab.svg
Preview: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-05/png/11@320.png
Native preview (source, 48px): /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-05/png/11@48.png

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family’s design rules and preserve the named subject’s identity.

This handoff applies only to the named component. Generate each component separately; do not remake the combined source. Keep the full original unchanged.

Future authoring handoff: $icon-container backspace-key-frame. No generation or queueing is authorized by this review.

# Cross Mark

- concept: Cross Mark
- icon_id: cross-mark-sub
- family: sub
- description: Two diagonal strokes intersect centrally to form an X. Generate the mark alone; exclude the keycap.

Source UUID: f52af45c-34ba-4c0c-a151-62677a3ff4ab
Source: /Applications/Workspaces/pictographic/icon_simplification/pictographic-primitives/other/tab xmark_f52af45c-34ba-4c0c-a151-62677a3ff4ab.svg
Preview: /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-05/png/11@320.png
Native preview (source, 48px): /Applications/Workspaces/pictographic/claude_skills/work/primitives-review/other/page-first-20260917-05/png/11@48.png

You can try modifying a copy of the SVG reference to fit the icon design rules, or generate a new icon that matches the icon name. Either approach must follow the requested family’s design rules and preserve the named subject’s identity.

This handoff applies only to the named component. Generate each component separately; do not remake the combined source. Keep the full original unchanged.

Future authoring handoff: $icon-sub cross-mark-sub. No generation or queueing is authorized by this review.","[{""role"": ""main_brief"", ""description"": ""A horizontal key outline has a pointed left end and a rectangular right portion. Generate the empty keycap alone; exclude the central X."", ""family"": ""container"", ""name"": ""Backspace Key Frame""}, {""role"": ""sub_brief"", ""description"": ""Two diagonal strokes intersect centrally to form an X. Generate the mark alone; exclude the keycap."", ""family"": ""sub"", ""name"": ""Cross Mark""}]",http://localhost:8000/gallery/primitives.html?status=all&q=f52af45c-34ba-4c0c-a151-62677a3ff4ab,http://localhost:8000/gallery/combination-originals/f52af45c-34ba-4c0c-a151-62677a3ff4ab.svg
